,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,¿Ha necesitado apostar cada vez más dinero para conseguir la cantidad de emoción que busca?
0,121602,La entereza con que planteen al jugador los objetivos y medidas a seguir deben ir acompañadas con la comprensión de las reacciones que tiene el jugador poniéndose emocionalmente en su situación no sirve de nada hacer planteamientos de si me quisieras no jugarías es necesario demostrar respeto como personas que son mientras se ofrece el apoyo para hacer lo necesario que mantenga la abstinencia en j...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1,359429,Para empezar debes manejar muxísimo dinero porque yo q no soy jugadora y tengo una economía más o menos solvente no he llevado jamás esa cantidad de dinero encima,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
2,160262,En definitiva tú lo has dicho lo de poder ganar es pura fantasía una fantasía cara y no solamente en dinero,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3,429445,yo opino igual el dinero dentro de lo que cabe no es lo mas importante es mucho peor la perdida de dignidad de confianza el mentir a la gente que te quiere el dinero solo es dinero y la verdad ahora mismo estoy sin nada de dinero y de todo no es lo que mas me preocupa lo que deverdad me preocupa es estar bien con mi novia y mi familia dejar de mentir y de hacerles daño big boss 3 dias sin jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
4,220552,Necesidad de apostar cantidades cada vez más grandes de dinero para sentir excitación,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
5,104585,Empezare con apuesta minima y terminare con maxima Cuando juegas no apuestas sólo dinero apuestas tu salud y la de los tuyos,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
6,129926,No quiero apostar el dinero por que mi situación económica es algo complicada pero al final siempre caigo,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
7,121996,El dinero no lo es todo en la vida jugamos para ganar dinero fácil el jugador siente que puede tener una fuente de ingresos fácil y rápida si cuenta con una dosis de concentración y suerte cuando se dipone a jugar esa es una de las mayores trampas que este bajo mundo nos hace creer y ellos sosteniéndonos esa creencia a través de la publicidad bonos promociones son ellos los que se vuelven millonar...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
8,83983,Necesitaba escribir esto para desahogarme preparare un cafe y seguire con mi incansable lucha contra mi mismo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
9,79762,necesitas dinero para apostar cada minuto y sin dinero no juegas cuando no,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
10,259219,Cuando yo he llevado más dinero encima del que realmente necesitaba es por que me estaba planteando el poder necesitarlo para seguir apostando y aunque al igual que tu las primeras veces era para demostrarme que controlaría y así lo hacia al final vuelta al hoyo no te engañes 10 o 1000 para un ludópata estan muy finamente separados el premio que te puede dar una tragaperras normalmente no te saca...,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
11,312211,Y cada vez tenía que apostar más y más dinero para sentir esos estímulos más intensos perdiendo así el raciocinio jugando como un loco sin parar,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
12,481941,Ese mismo incentivo el dinero lo tiene cualquier persona que vaya a jugar no necesariamente ha de ser ludópata o jugador compulsivo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
13,480660,Necesidad de apostar cantidades cada vez más grandes de dinero para sentir excitación,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
14,164116,Nunca usé cantidades exageradas de dinero siempre juego cantidades acorde a mi economía en parte esto es parte de la estrategia y la forma de apostar de un contador de cartas tampoco nunca me he retirado pelado siempre he salido con dinero al menos como para pagar el parking el combustible y la cena antes de regresar a mi casa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
15,219931,Gracias tragaperras esto va cada vez mejor es mas ya no me acuerdo de las maquinas para nada no necesito la necesidad imperiosa esa que tenia antes de echarle dinero a las maquinas y perder miles y miles de euros ahora tengo mi hucha y todo lo guardo para mis hijos y las vacaciones con mi mujer y lo mejor es que no pierdo ni mi tiempo ni mi dinero ni mi dignidad delante de una odiosa maquina de es...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
16,47138,Necesito el dinero como sea sino la deuda me aumentara y el coche necesito pagar la cuota,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
17,42666,Si ese dinero hubiera sido un día que has apostado y se te ha ido la pinza hasta dejarte tal cantidad probablemente hubiera sido un acontecimiento sin más pero por lo que indicas llevas cinco meses apostando y cuando te has dado cuenta se te han ido 2000 euros,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
18,42411,Yo ahorraba el dinero porque quería comprar un ordenador nuevo de mesa que cuesta unos 900 euros pues mi lado ludópata volvió a aparecer con el dinero que me daban quería ganar algo de dinero en las apuestas para comprar el ordenador antes pero perdí las apuestas y perdí el dinero pues claro quería recuperar el dinero perdido y lo que hago es perder aún más les dije a mis padres que quería comprar...,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
19,378412,Busca la realidad las ganas por las emociones del juego y del dinero te podrian salir muy caras,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
20,87341,Sin apostar mucho dinero un dia gane 100 toda una cantidad ya que yo no tenia ingresos pero maldigo ese dia y todos en los que gané algo de dinero lo unico que hicieron fue arrastrarme un poco mas,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
21,397872,He sacado dinero de la cuenta de mi familia para apostar he inventado que tengo gastos para que me den dinero y casi todo el dinero lo apuesto ya nunca tengo nada para ver a mis amigos para la gasolina para nada es muy deprimente y siempre que estoy asi digo que no debo regresar pero cuando me dan dinero mis padres como hoy voy directo a apostar y lo pierdo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
22,158514,Pero con el transcurso del tiempo ya no era por diversión sino que tenía necesidad de jugar y las apuestas cada vez han ido en aumento,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
23,230066,Cada vez que mentimos son como ventanas que dejamos abiertas para que se metan por allí los llamados de este fantasma que parece estar detrás de cada oportunidad para llevarnos de la mano al vacío,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
24,276018,Escalada de la violencia de géneroUna vez que ha conseguido el perdón de su víctima se siente de nuevo seguro en la relación ya la ha recuperado y no tiene que seguir complaciéndola empieza de nuevo la irritabilidad y los abusos y cuando ella quiere ejercer su recién conseguido poder la castiga duramente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
25,65848,No es solo dinero lo que nos alimenta la adiccion son las decenas de emociones que encontramos con el juego,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
26,19257,decidido irremediablemente a poner punto y final le entregué la tarjeta a mi hija no me la des aunque te la pida si necesito dinero vienes tú conmigo lo sacamos y te la llevas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
27,229178,Me gustaría decir que yo jugaba como muchos para recuperar lo perdido y cada vez perdia mas es compresible aunque no deja de ser igual de malo que ante la falta de dinero y la necesidad imperiosa de tapar deudas para que la situacion no reviente nosotros hagamos lo que sea para conseguir dinero para pagar esas deudas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
28,103739,Estas emociones le provocan un desagrado que llega a ser insoportable y al tratar de acallarlo se busca la evasión a través del juego de apuestas,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
29,269242,En que si la posibilidad me diera dinero la maquina seria un dinero que se ha dejado otra persona y que ese dinero es el que le hacia falta para pasar el mes que es dinero manchado de lagrimas sufrimiento fin de ilusiones y familias y no no quiero un dinero a si de manchado me conformo con el poco dinero que tengo en mi bolsillo y de poner mañana un dia mas sin juego esa es mi felicidad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
30,238526,No creo que necesites dinero para hablar con tu familia y amigos y decir soy ludópata y necesito ayuda,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
31,490431,si esa emocion fuse sin dinero la podriamos tener igual con una maquina en nuestra casa si lo que solo buscamos es la sesancion de Ganar sin dinero Pero buscamos la sensacion aparte de ganar por el dinero que nos va a dar si las maquinas en vez de dar dinero dieran cacahuetes tu crees que tendria la misma emocioón y seguimos nesecitando aun mas el juego lo cual hace que no hagamos nada mas que fr...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
32,115135,por la cantidad de dinero Otra pregunta si ahora dispusieras de dinero para pagar esas pequeñas deudas emplearías ese dinero para saldarlas o te irías a jugar con él para tratar de recuperar lo perdido Y la última qué estas dispuesto a hacer para que logres vivir sin jugar Te ruego que pienses detenidamente las respuestas pues ahí puede estar la clave que te devuelva una vida mejor que seguro des...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
33,137672,La paradoja que se me ocurre para lo que me pasa es que cada vez que pasa el tiempo y no juego estoy subiendo mas alto y tengo mas vertigo ya que cada vez que miro para abajo esta mas alto y la caida sera mas dura yo sigo subiendo que es lo que tengo que hacer y cada vez tengo mas vertigo y la psicologa me queria mandar primero unas pastillas para el vertigo le dije que no despues me dijo acercate...,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
34,354248,Que mentiras tendrá que contar para conseguir dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
35,244301,Cada vez que consigo una cantidad de dinero importante más de cien euros siento la necesidad irrefrenable de jugar detecto los sintomas pero mi mente se bloquea y no dejo de jugar hasta que lo pierdo todo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
36,10574,Necesito algún consejo para salir de este maldito ciclo de perder el dinero Bueno chico en primer lugar Se bienvenido He destacado esa frase para decirte que mal empieza Dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
37,1871,Llega un momento en que eres capaz de casi cualquier cosa con tal de conseguir dinero para seguir jugando,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
38,318287,de que le haya dejado dinero para pagar las deudas que el habioa contraido con el juego oh de verdad que mala gente De que no se lo contara a la familia anteriormente para no hacerles daño oh que mala gente de que culpamos a mateo de gastarse el dinero con el cual tenia que pagar una hipoteca que va ahi esta ester pa pagarla hipoteca si hace falta de no contaroslo a vosotros y pediros ayuda es que...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
39,364113,Alonso dice Conseguir dinero para jugar y jugar para obtener dinero es decir nuestro primer pensamiento es a ver si jugando ese dinero consigo dinero A primer supuesto Si consigo ganar algo jugaré nuevamente intentando conseguir más dinero no es que juegue para conseguir mas dinero para así poder jugar mas es que quiero ganar dinero y con el dinero quiero ganar más,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,391508,cualquier emoción impulso es como si fueras exactamente a tirar dinero como si lo tiraras por la ventana Espero que me sepa explicar y como consecuencia me entiendas,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,294745,Haber claro que lo vuestro es una enfermedad pero no vale con lamentarse cada vez que tengáis una recaída y lastimarse por el dinero perdido haber si reaccionáis y os dais cuenta de que esta enfermedad tan destructiva tiene alguien que le puede poner un hasta aquí y no continuar buscar el apoyo en los seres queridos ayuda mucho así que empezar una nueva vida contando con ellos sincerarse es la mej...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,407004,Son los siguientes 1 acentuada preocupación por el juego manifestada en la planificación de las apuestas o la búsqueda de fórmulas para conseguir dinero con que jugar 2 progresivo incremento de las cantidades jugadas parejo a la mayor necesidad de estímulos 3 fracasos constantes en los intentos de controlar o abandonar el hábito 4 irritabilidad creciente en especial producida cuando se intenta int...,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,54366,mucha cantidad de dinero no hace falta decirla exacta podeis imaginarla,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,300510,muchisimas gracias FARA de verdad voy a necesitar de todo el apoyo que pueda conseguir cada vez que me proponia dejar de jugar mi mente me jugaba una mala pasada que si jugaba por que me gustaba que no le hacia mal a nadie que con mi dinero hago lo que quiero y mil excusas mas pero como ya dije toque fondo y trabajando como lo hago no tendria necesidad e pedir nada si no fuera por el juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,77278,Nosotros a la hora de apostar por dinero empezamos un ciclo de destruccion No existe en la vida alguien que se haya hecho rico apostando dinero no existe en la vida alguien que haya hecho algo productivo apostando dinero no existe alguien en la vida que le haya agragado valor a su vida apostando dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,463968,La última vez que me perdonó me dijo que la proxima vez debía integrarme en una asociación para solucionar mi problema y eso me hizo ver que realmente tenía una enfermedad que aunque no me ha llebado a la ruina porque he gastado solo lo que me sobraba si vi que este impulso de gastar sin controlar el gasto podría llevarme a mal puerto,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
47,189278,solo o lo digo para que la apoyeis y poco a poco empezeis a comentarle como os sentias cuando jugabais en que pensabais por que cuando perdias gran cantidad de dinero le montabais un follon de cojones para que os dejara en paz pensar en esas cosas y si al principio cuesta hablar con el mas cercano pero se puede conseguir,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,89951,Habría que repasar lo que dijo Dago en varias ocasiones y si no que alguien como un administrador subiera de vez en cuando algo interesante en vez de borrar mensajes y expulsar a la gente así porque sí Tú foro Manel lo ocuparán personas que dirán quiero dejar esto necesito ayuda Esperemos que les apoyéis más allá de decirles ir a un centro y demás que practiquéis la empatía En mi casa no sabían le...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,122213,El afán por recuperar lo perdido hace que crea que es fácil si sigue apostando,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
50,144102,Debe quedarse atrás la mente fantasiosa del ludópata siempre pensando en ese gran premio o racha que sirviera para conseguir todas las ilusiones que se forja en su cabeza grandes viajes y lujos una vida sin carencias todo felicidad y tranquilidad gracias al dinero fácilmente conseguido en el juego Y más tarde al menos ese golpe de suerte que permita recuperar lo perdido darse cuenta de que esos pe...,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
51,83688,En cambio si apuestas ese dinero te trae estrés,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,356841,Y esto explica el por què uno tiende a incrementar la cantidad de dinero en cada apuesta porque como cualquier droga se da el efecto de tolerancia es decir necesito cada vez màs droga para conseguir el mismo efecto de excitaciòn,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
53,113001,aporarte dinero para pagar deudas o crear tu empresa Si ha sido eso esa no es la ayuda que necesitas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,387947,sentir emociones de los premios en este caso sería sabiendo que tiras dinero a cambio de esas emociones,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,249323,Y decirte YO NO QUIERO IR A APOSTAR MI DINERO EL DINERO QUE ME CUESTA PRODUCIR CON MI ESFUERZO MI TRABAJO MI INTELECTO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
56,486893,Será el dinero lo que dá la emocion,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
57,10090,Lo que no ha conseguido en años lo ha conseguido en pocos días,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
58,482031,Me vais a perdonar que insista tanto en este PUNTO El que yo creo nuestro PUNTO COMUN el dinero Siempre desde que nos tocó la primera o las primeras veces ese dinero fácil hemos jugado por lo mismo pretendiendo ganar ese dinero fácil,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
59,258673,A VER COMPAÑERO NO SE TRATA DE APOSTAR CON DINERO Ó SIN DINERO LO QUE QUIERO ES QUE ENTIENDAS ES QUE SI EN UNA MAQUINA INVIERTE APARTE DE DINERO BASTANTE TIEMPO Y DEJA DE HACER SUS RESPONSABILIDADES ESO YA ES UN PROBLEMA Y PARA MOTIVAR SUS GANAS DE VIVIR NO HACE FALTA NI UNA NINTENDO NI JUEGOS EN EL ORDENADOR SOLO CAMBIAR EL JUEGO POR HACER COSAS QUE NO HACEMOS POR QUERER ESTAR JUGANDO EN UNA TRAG...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
60,325745,ya se que sus emociones siempre me van ha engañar si ese placer de las emociones luego me va ha hacer tanto tanto daño no me interesa no me compensa nunca y como dice Alfonso He encontrado emociones en otras cosas de la vida que no me hacen daño esas si me interesan,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
61,110581,Qué tiene que ver haber perdido dinero y muchas más cosas que dinero para dejar de jugar Qué tiene que ver que vuelvan o no vuelvan cosas que se perdieron para dejar de jugar Te refugias en el juego para tratar de olvidar aquello que no puedes olvidar Jugando vas a recuperar aquellas cosas que sabes que no volverán Por más que releo no me aclaro no sé cuál es la intencionalidad del mensaje,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
62,141302,yo les apuesto que si hubiese un sitio donde uno va y le cortan un brazo siempre uno no vuelve jamás aca nos cortamos la vida sufrimos lloramos nos lamentamos no dormimos etc y seguimos yendo solo porque como siempre he dicho nos gusta el dinero facil la soledad fantasear y tenemos una ausencia de adrenalina que la buscamos alli apostando cada vez mas para despertar nuevas emociones,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
63,148855,Para llevar una buena rehabilitación hay que concienciarse del valor del dinero y cada vez que en nuestras manos se encuentre una cantidad importante de dinero debemos pensar para qué sirve ese dinero como por ejemplo para pagar la factura de la luz del mes para hacer la compra necesaria para la semana comprarnos ropa hacer un regalo y por qué no decirlo destinarlo para aquello que nosotros lo enf...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
64,125944,y con mi cantidad de dinero y hablando cada día en el trabajo de más juego nos ibamos juntos al casino cada día y a apostar en las casas de apuestas y empezó mi autodestrucción empezé a perderlo todo hasta quedarme a 0 en mi cuenta todo lo que trabajaba lo perdía mes a mes en las apuestas y en el juego y empecé a desesperarme de como tener dinero rápido para volver a jugar y recuperarlo todo y fui...,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
65,208253,PARA CONSEGUIR UNOS OJOS PRECIOSOS BUSCA LO QUE HAY DE BUENO EN LA GENTE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
66,377342,Pídele que te de sus libretas tarjetas dinero en efectivo que no pueda sacar ni disponer de dinero para ir a jugar debes hablarlo con el ir al banco para mancomunar las cuentas que el no pueda sacar dinero sin que tu estés delante y viceversa debe hablar con la gente a la que ha pedido dinero prestado si es el caso para que no vuelvan a dejarle dinero también entérate de si tiene deudas y intentar...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,